title,cluster_number
blockbuster  unit gets two more licenses,3
ferro corp  sets joint venture,0
computer language unit offers tax product,3
"u.s. sells 3-mo bills at 5.47 pct, stop 5.48 pct, 6-mo 5.51 pct, stop 5.51 pct",0
white house's howard baker says reagan to address nation wednesday at 2100 est,0
nymex rule change seen boosting energy trade,0
"amc extends incentive program, will pay cash rebates up to 700 dlrs",0
u.s. refinery copper stocks fall in january,0
white house withdraws gates nomination as cia chief,0
diamond shamrock  sets meeting record date,0
"white house's baker says reagan to meet press ""very soon""",0
ccl unit acquires nestle canada can operations,3
american pork congress kicks off tomorrow,0
burlington's el paso unit files gas prices,3
copper stocks outside u.s. increase in december,0
reagan to address nation wednesday night,0
canada government spending to rise 3.8 pct,0
advance circuits  gets loan agreement,0
"baker says reagan to meet press ""very soon""",0
texas air  unit to begin new service,3
tonka  expands australian operations,0
barnett banks of florida  redeems stock,0
heck's  says credit agreement expired,0
turner corp  unit builds hospital addition,3
grey advertising  forms new division,0
mfs managed muncipal bond trust sets payout,0
commercial credit  sells 10-year notes,0
att  gets 57.3 mln dlr contract,2
amc  extends incentive program,0
advanced systems  to distribute courses,0
u.s. brass mill copper stocks lower in january,0
mfs municipal income trust  sets payout,0
pittway corp  4th qtr net,1
u.s unit to begin making systems,3
armtek  to sell industrial tire unit,3
u.s. signs tax treaty with virgin islands,0
cme sets february trading volume record,0
software cos support new apple  products,0
american electric  unit redeeming bonds,3
avx corp  debt affirmed by s/p,0
fda okays drug to lessen hemophiliacs' bleeding,0
"kidder unit sells cmos, including floaters",3
petrolite corp  sets payout,0
nymex to submit propane proposal to cftc,0
australian annual broad money supply growth 10.3 pct in january,0
"gm february u.s. car output 358,661, down from 398,823 last year",0
gm  output fell last month,0
yeutter blasts proposed ec oils and fats tax,0
exxon  cuts heating oil barge price,0
greece says it has right on aegean oil drilling,0
leucadia  has 7.2 pct of minstar,0
basix corp  4th qtr loss,1
montreal exchange names new president,0
australian january annual broad money up 10.3 pct,0
"microbio  plans acquisition, financing",0
national bank issues mortgage-backed securities,0
ico council ends in failure to agree quotas,0
"france has little room for manoeuvre, oecd says",0
painewebber unit ups shaer shoe  stake,3
oracle systems corp  to offer stock,0
telecredit inc  3rd qtr jan 31 net,1
cousins home furnishings  get credit line,0
laser precision corp  4th qtr net,1
rexnord  to redeem rights,0
cantrex unit to merge with ontario group,3
investment firm boosts ldbrinkman  stake,0
itt's  hartford unit posts 4th qtr gain,3
sec probes 1986 tre  takeover attempt,0
regan departure makes 3rd volcker term likely,0
cbt february volume down 14 pct from year ago,0
ussr wheat bonus rumors persist despite denials,0
canadian seafarers threaten strike,0
reuters  in real estate market venture,0
dallas corp  4th qtr loss,1
construction contracting down three pct in jan,0
dillard department stores inc  4th qtr net,1
ec ministers bid to save dairy accord,0
calny inc  sues pepsico inc,0
braniff  february load factor up slightly,0
kentucky central life  sets payout,0
bank of new england corp  qtly dividend,0
japan unemploymnent rises to record in january,0
ford  europe earnings up 71 pct last year,0
"reagan's cia man withdraws, victim of iran scandal",0
south korea's leading indicators fall in december,0
deng says china's troubles over,0
japanese economist sees stable yen/dollar rates,0
"opec within output ceiling, subroto says",0
official inquiry set for australian wheat industry,0
coffee traders expect selloff after ico talks fail,0
ec ministers postpone talks on saving dairy pact,0
reagan approval rating falls to four-year low,0
earthquakes continue to shake northern new zealand,0
cra ltd 1986 net profit 138.2 mln dlrs vs 87.8 mln,2
n.z. quarterly current account deficit narrows,0
"american airlines to announce buys, newspaper says",0
transamerica sells occidental life australia,0
cra ltd  1986 net,0
malaysia re-imposes export duties on rubber,0
malaysia raises duty on processed palm oil,0
comalco ltd 1986 net profit 57.1 mln dlrs vs loss 69.1 mln,2
comalco ltd  1986 net,0
japanese demand for u.k. gilts seen rising,0
japan's unemployment rate seen rising to 3.5 pct,0
south korean trade surplus narrows in february,0
taiwan rejects textile maker plea on exchange rate,0
egypt allows fugitive libyans stay,0
u.s. asks japan to end agriculture import controls,0
japan moves to tighten chip-export curbs,0
finnish unemployment at 6.7 pct in december,0
bankers see sharp rise in thai foreign reserves,0
sweden has current payments surplus in 1986,0
neutral budget expected in singapore,0
fisons plc  year to end-1986,0
major swiss banks raise customer time deposit rates 1/4 point to three pct - credit suisse,0
corrected - major swiss banks raise customer time deposit rates 1/4 point to 3-1/4 pct - credit suisse,0
fisons sees strong international growth in 1986,0
philippine planning chief urges peso devaluation,0
u.k. clears cons gold u.s. purchase,0
nederlandse gasunie issues 100 mln dlr eurobond,2
saab-scania issues 150 mln dlr eurobond,2
merrill mandated for iel u.s. note.,0
"zaire accepts tin-export quota, atpc says",0
japanese banks plan joint firm to avoid debt risk,0
japanese financial futures plan revealed,0
"ec, euratom french franc eurobonds expected",0
australian police arrest former westpac clerk,0
u.k. money market deficit forecast at 350 mln stg,2
japan likely to let u.s. banks deal securities,0
saudi riyal deposit rates ease,0
currency sectors continue to feature eurobond trade,0
french treasury details planned tap issue,0
pemex signs 500 mln dlr japan loan for pipeline,2
supplies of u.k. index-linked bond exhausted,0
stc plc  year to end-1986,0
comalco says lower costs helped return to profits,0
cra expects to pay final dividend of 10 cents,0
montedison unit issues 50 mln australian dlr bond,2
swiss capital exports rise in january,0
china calls for better trade deal with u.s.,0
no bundesbank policy changes expected thursday,0
taiwan banks asked to take part in indonesia loan,0
council of europe issues luxembourg franc bond,0
italy consumer prices rise 0.4 pct in february,0
"mobil plan to open peking office, china daily says",0
ec issues 600 mln french franc eurobond,2
klm to take 15 pct stake in air uk,0
airbus signs one billion dlr japanese contract,0
french bond committee approves three issues,0
degussa combines pharmaceutical interests,0
u.k. reserves show underlying rise in february,0
comalco says lower costs help return to profits,0
ultramar sells u.k. marketing units for 50 mln stg,2
hong kong m3 rises 2.2 pct in january,0
"woolworth, underwoods fail to agree on bid",0
no bundesbank policy changes expected thursday,0
u.k. money market shortage forecast revised up,0
pakistan to retender for rbd palm oil tomorrow,0
mobil plans to open office in peking,0
merrill mandated for iel u.s. note.,0
"ec, euratom french franc eurobonds expected",0
australian police arrest former westpac clerk,0
unilever plc and nv combined 1986 pre-tax profit 1.14 billion stg vs 953 mln.,2
german banks seek greater brazil link with imf,0
aquino announces land reform plans,0
"opec within output ceiling, subroto says",0
u.k. money market given 24 mln stg assistance,2
coupon on mitsubishi warrant bond cut,0
japan's unemployment rate seen rising to 3.5 pct,0
taiwan rejects textile maker plea on exchange rate,0
japanese demand for u.k. gilts seen rising,0
daimler output could be affected by dispute,0
hk hotels soars on takeover speculation,0
oerlikon unit rejects dutch patent charges,3
cassa di risparmio di roma launching cd program,0
bryson pays 5.4 mln dlrs for cenergy corp stake,2
reagan approval rating falls to four-year low,0
regan departure makes 3rd volcker term likely,0
gm  cuts wage boosts for salaried employees,0
pre-paid legal  gets i.c.h.  financing,0
ashton-tate  4th qtr net,1
neither side optimistic on rotterdam port issues,0
amr  to hold press conference this morning,0
unilever improves in most sectors during 1986,0
u.s. leading indicators fell 1.0 pct in jan after revised 2.3 pct dec rise,0
amr corp orders 40 jets from airbus and boeing,0
u.s. leading index fell 1.0 pct in january,0
brazil finance minister meets french officials,0
burlington coat factory warehouse corp  net,0
coffee price fall short term - dutch roasters,0
greenwood resources  sells company stake,0
amr  to acquire 40 long-range jet aircraft,0
vdo unit and thomson-csf in joint venture,3
f.w. woolworth co 4th qtr shr 1.78 dlrs vs 1.64 dlrs,1
heinz interested in buying guinness brewing,0
equatorial communications  to have losses,0
transamerica  to have australian sale gain,0
viacom international inc gets another new national amusements bid,0
f.w. woolworth co  4th qtr jan 31 net,1
gm   cutting salaried merit raises,0
bp oil raises operating profit,0
canada prices 1.2 billion dlr bond issue,0
earthquakes continue in northern new zealand,0
u.s. asks japan end agriculture import controls,0
u.s. financial analysts - march 3,0
firstcorp  sees gain on condemnation,0
ashton-tate  to offer common shares,0
keycorp  registers subordinated notes,0
4th qtr net,1
u.k. money market shortage forecast revised down,0
national amusements again ups viacom  bid,0
sandoz plans weedkiller joint venture in ussr,0
taiwan rejects textile makers exchange rate plea,0
national fsi inc  4th qtr loss,1
occidental  official resigns,0
italy's bnl to issue 120 mln dlr convertible bond,2
ge  says amr  order worth 650 mln dlrs,2
year loss,0
u.k. money market given further 437 mln stg help,2
grease monkey holding corp  year nov 30,0
acceptance insurance holdings inc  year,0
minstar inc  4th qtr net,1
dai-ichi hotel swiss franc notes coupon cut,0
year loss,0
saab-scania issues 150 mln dlr eurobond,2
transform logic  revises results downward,0
american stores  sees lower year net,0
kasler corp  1st qtr jan 31 net,1
caribbean select  to redeem warrants,0
"unilever has improved margins, volumes in 1986",0
sara lee  to buy 34 pct of dim,0
holiday corp  hotel group adds properties,0
china calls for better trade deal with u.s.,0
u.s. commerce secretary says export rise needed,0
precambrian shield takes 51 mln dlr writedown,2
aero services  gets nasdaq exception,0
"kenyan economy faces problems, president says",0
tri-star  changing fiscal year,0
lifetime  to make announcement,0
scott's hospitality acquires capital food,0
zimbabwe coffee output set to rise,0
yankee  swaps stock for debentures,0
video display  to sell cable tv unit,3
